id,title,relaxed,excited,loneliness,depression,annoyance,regret,unfairness,fear,stress,worry
526,컬러링,4.56,5.64,17.25,7.44,2.88,6.51,7.57,22.57,1.45,24.13
527,All Right,17.51,3.02,17.99,19.49,20,2.31,6.52,4.26,6.56,2.34
528,Going Home,2.85,6.82,5.53,27.52,9.98,14.72,6.76,4.69,16.39,4.74
529,담,1.72,5.31,6.03,13.9,3.74,21.95,23.1,3.71,16.19,4.35
530,목소리,9.12,5.94,6.59,5.35,4.35,23.69,23.78,8.56,9.49,3.12
531,"사랑, 지나고 나면 아무 것도 아닐 마음의 사치",1.18,1.77,8.03,18.33,18.58,10.32,1.79,20.44,18.41,1.15
532,야상곡,3.94,10.55,5.47,24.45,10.76,24.6,1.34,2.21,9.87,6.81
533,봄이 오면 (Guitar ver.),24.19,6.45,6.15,23.47,4.11,21.42,2.87,3.73,4.09,3.54
534,강,8.11,16.12,21.99,21.88,1.34,20.15,1.76,1.58,4.28,2.78
535,살다가,2.89,21.9,4.44,12.53,5.08,22.35,2.98,5.47,18.19,4.16
536,잘 된 일이야,16.78,15.64,11.75,23.18,1.86,9.45,6.56,3.51,8.14,3.12
537,길에서,9.33,14.01,18.18,25.94,4.22,11.43,6.13,3.23,4.38,3.16
538,한강앞에서,5.22,17.63,10.06,3.17,9.31,21.82,7.02,9.17,14.93,1.67
539,다이어리,1.58,17.63,12.75,22.47,9.48,20.63,6.04,0.95,7.47,1
540,마음이 다쳐서 (Feat. Crown J),9.42,13.92,10.79,21.55,2.55,23.85,8.16,1.68,3.58,4.5
541,불치병 (Feat. 키비 Of 이루펀트),2.35,5.79,13.48,21.83,3.94,23.7,18.09,2.48,3.06,5.27
542,집에 안갈래 (Feat. 긱스),1.78,25.74,6.44,4.63,2.03,14.61,8.13,6.93,24.84,4.87
543,돌스 (Dolls),1.6,4.48,12.5,26.44,10.62,14.74,12.66,3.08,8.16,5.71
544,드라마 (DRAMA),5.38,9.26,21.44,13.08,17.5,14.08,3.88,2.98,11.11,1.3
545,와일드 (Wild),7.93,26.36,4.74,9.68,4.18,17,3.88,4.75,13.24,8.25
546,Wu,22.21,15.29,19.03,4.55,1.15,2.05,4.89,9.11,18.82,2.91
547,N분의1 (Feat. 다이나믹듀오),2.85,22.25,4.27,11.86,7.01,9.4,8.42,13.13,0.93,19.89
548,기억을 걷는 시간,19.58,23.09,3.79,23.24,1.34,5.17,9.98,3.09,7.43,3.29
549,그리워 그리워,6.37,18.15,12.41,23.97,4.38,22.95,2.92,3.36,1.32,4.17
550,목소리,1.73,2.75,10.65,24.68,4.88,22.71,3.17,2.47,24.2,2.77
551,잊혀진다는 거,2.2,5.55,18.99,23.23,5.87,23.37,3.27,7.73,4.73,5.06
552,WHERE YOU AT,2.42,23.23,2.63,23.26,5.06,22.69,6.57,4.29,2.61,7.25
553,Dejavu,22.47,19.34,19.97,1.95,1.71,12.04,3.63,9.12,5.02,4.76
554,2easy (Feat. 헤이즈 (Heize)),18.62,18.9,15.68,3.91,13.55,19.05,0.92,0.81,5.35,3.22
555,세상 모든게 다 너야,15.51,21.44,5.22,13.18,1.72,3.29,7.32,12.62,15.18,4.5
556,"시행착오 (Feat. 베이빌론, 민아)",24.59,24.89,3.18,8.98,1.93,24.4,2.43,1.9,3.22,4.49
557,날개 (Angel),1.99,16.53,5.03,21.48,3.48,9.7,23.54,1.72,3.49,13.04
558,Jamie Cullum,8.41,12.03,1.39,22.29,12.61,2.28,4.52,15.81,11.73,8.93
559,Navigation (Feat. 헤이즈 (Heize)),3.3,23.99,6.86,24.2,2.28,13.86,13.71,4.92,1.14,5.72
560,테디베어(Teddy Bear) (Feat. 권진아),10.48,3.34,6.95,24.01,1.85,3.81,4.39,25.21,6.41,13.54
561,사랑했었다고,3.17,11.18,2.23,9.72,23.25,8.03,18.64,2.49,20.26,1.03
562,나만 이래 (Feat. 헤이즈 (Heize)),9.41,18.88,4.61,21.32,2.94,8,1.14,10.63,2.16,20.9
563,우리 둘,26.02,2.62,11.3,25.31,7.09,6.77,7.23,5.64,4.27,3.76
564,너 없는 시간들,3.6,12.31,16.91,24.79,2.87,20.56,7.71,3,6.39,1.86
565,알아서 앓아요,1.21,7.07,4.16,24.5,14.15,17.75,5.02,3.66,18.61,3.88
566,그래도 우리,11.07,4.6,14.43,22.45,1.3,22.11,9.65,8.33,3.76,2.31
567,사랑하지 말아요,3.8,1.89,10.15,20.3,1.85,22.05,3.35,2.41,21.64,12.57
568,아픈 끝,6.56,13.86,4.46,15.19,7.61,23.56,17.81,2.02,4.69,4.25
569,내가 더 사랑하는 일,4.44,9.81,3.72,21.1,5.41,23.51,10.3,3.33,13.37,5.01
570,지난 날,1.25,22.47,5.76,24.39,10.13,17.9,3.93,2.36,9.1,2.73
571,팔베개,2.09,12.08,16.23,18.95,10.7,22.59,7.59,0.97,4.72,4.09
572,가을의 밤,3.05,6.72,17.08,26.25,6.13,22.84,3.7,2.68,5.81,5.73
573,받는 사랑이 주는 사랑에게,23.78,10.16,9.68,7.91,11.96,10.47,3.84,9.48,10.39,2.33
574,내 옆에 그대인 걸,12.75,18.62,18.47,23.91,2.79,10.63,5.23,2.4,2.41,2.78
575,PET,9.67,24.88,4.93,24.53,1.15,6.36,6.28,3.58,15.55,3.09
576,그런 적 있나요,2.59,8.78,8.52,27.29,7.09,21.34,8.5,3,6.78,6.12
577,헤어졌다 만났다,1.86,10.22,6.48,8.44,26.22,7.96,4.27,5.26,25.96,3.33
578,미워도 사랑하니까,6.81,6.58,14.8,20.84,3.81,24.3,3.55,3.99,8.12,7.19
579,외사랑,1.95,11.49,19.87,21.63,1.2,12.68,0.79,4.92,14.58,10.88
580,슬픈 사랑의 노래,1.64,4.45,5.69,26.47,8.29,16.88,12.17,4.55,13.47,6.39
581,별이 빛나는 밤,21.94,26.45,4.14,17.3,3.79,9.26,4.23,3.41,6.26,3.24
582,편지,10.42,19.13,3.21,6.73,3.47,11.71,4.5,11.7,4.3,24.83
583,두 여자의 방,2.2,13.94,15.04,4.06,10.06,21.91,3.94,4.56,22.4,1.89
584,또 운다 또,2.01,12.42,14.94,25.08,6.33,16.81,6.68,6.26,2.73,6.75
585,행복해서 미안해,1.14,13.15,5.39,24.64,3.42,22.33,10.93,6.83,7.43,4.75
586,너에게,11.62,3.36,1.46,15.9,0.87,15.97,9.17,3.44,16.84,21.37
587,봄,1.6,8.2,23.28,24.54,2.98,23.73,4.24,1.81,6.18,3.45
588,8282,7.19,6.23,6.41,8.81,1.57,6.56,10.66,12.45,15.06,25.06
589,사고쳤어요,5.55,6.63,9.5,9.83,5.19,23.69,2.18,6.47,18.65,12.31
590,My man,5.24,13.78,0.34,4.47,17.29,0.87,15.44,17.46,11.96,13.15
591,사랑이 우습니,4.08,13.43,4.94,24.96,5.48,25.32,6.21,4.21,6.92,4.45
592,오르골,3.93,17.5,21.78,9.19,14.27,21.83,1.58,4.16,4.18,1.59
593,화이트(WHITE) (Feat. 박재범),15.67,24.13,2.45,11.14,10.39,20.33,2.13,6.06,6.06,1.65
594,시간아 멈춰라,3.8,19.51,4.66,25.02,5.23,25.18,3.36,3.06,3.85,6.33
595,사랑을 못해 이별을 못해,0.59,9.23,14.47,19.95,2.49,20.62,20.4,1.14,9.05,2.05
596,안녕이라고 말하지마,11.59,8.41,17.26,17.13,0.99,21.66,3.15,8.79,2.44,8.57
597,사랑 사랑아,5.19,25.13,7.87,13.84,19.43,8.77,6.26,4.24,7.05,2.22
598,다신 찾지마,0.77,3.84,6.08,24.06,10.64,12.74,14.54,2.35,23.79,1.19
599,한 사람 얘기,0.69,1.69,22.53,23.31,6.02,8.14,3.01,7.4,23.44,3.78
600,둘이서 한잔해,20.92,9.06,20.86,20.6,1.19,18.89,2.4,1.87,3.07,1.14
601,거북이,2.15,12.2,11.55,4.69,22.58,18.3,4.91,0.85,21.64,1.13
602,사랑한다고 말했지,1.98,22.53,5.72,27.03,9.22,6.59,8.38,4.65,9.45,4.45
603,맛 있어서 눈물이나,11.49,23.96,4.19,24.45,3.81,17.13,5.72,2.36,4.26,2.64
604,우리의 시간은 다르다,2.85,10.71,10.57,21.21,4.39,22.23,1.45,5.84,13.51,7.26
605,잔소리,9.14,2.49,5.91,18.26,9.7,16.19,0.22,9.07,19.14,9.88
606,용기내 헤어질래,3.25,2.74,5.6,17.27,3.1,22.2,11.06,7.33,21.47,5.98
607,You Are My Everything,11.85,8.41,17.3,3.01,4.48,19.22,3.18,19.51,12.16,0.88
608,팡파레,19.98,24.85,3.47,16.26,2.46,6.67,8.69,10.9,2.7,4.02
609,사랑과 전쟁 (Narr. 하하),4.13,18.77,11.37,1.03,8.4,7.64,2.22,16.21,20.49,9.73
610,괜찮아 사랑이야,8.07,9.84,8.76,22.51,2.01,4.31,14.82,3.08,6.03,20.54
611,그냥 안아달란 말야,6.62,7.43,9.75,26.26,6.84,8.96,2.97,7.39,15.91,7.86
612,나에게 넌,9.18,1.55,18.95,1.1,6.4,17.97,5.39,17.8,4.83,16.82
613,나의 오랜 연인에게,1.46,17.2,8.87,13.19,5.9,8.89,2.65,20.77,8.72,12.34
614,너에게 못했던 내 마지막 말은,8.38,2.57,4.69,11.28,21.5,18.87,3.87,2.34,23.57,2.93
615,녹는 중 (Feat. 버벌진트),1.64,22.58,6.9,21.63,5.41,20.6,10.4,2.07,6.98,1.81
616,그대를 잊는다는 건,2.34,8.43,21.37,27.28,4.59,13.35,6.31,3.68,6.32,6.32
617,오늘도 그리워 그리워,7.09,4.2,14.93,23.83,3,23.57,1.57,2.16,14.44,5.2
618,Please Don't Cry,4.51,13.13,5.15,26.38,6.58,24.01,4.37,3.61,4.69,7.57
619,두사랑 (Feat. 매드클라운),5.15,8.49,1.94,12.55,8.82,6.98,18.79,3.17,26.53,7.56
620,그대니까요,19.52,19.11,4.9,22.51,2.74,17.18,1.59,2.34,6.78,3.33
621,마치 우린 없었던 사이 (Prod. 정키),2.58,7.29,20.92,24.82,2.61,23.67,7.31,5.1,2.95,2.74
622,노을,4.74,11.77,13.74,12.31,1.81,17.84,2.23,15.27,2.26,18.04
623,My Love,4.25,23.43,7.74,23.66,2.03,22.92,1.44,4.46,3.16,6.91
624,모르시나요,2.81,10.59,9.28,27.69,7.02,17.34,9.23,4.9,5.32,5.82
625,All of My Love,6.39,12.07,5.06,11.97,6.84,21.93,1,4.47,8.24,22.03
626,오늘따라 보고싶어서 그래,1.81,13.07,19.67,10.68,3.61,16.7,6.99,3.07,8.83,15.57
627,움직이지마,1.38,6.83,21.61,24.81,4.41,23.53,5.73,3.85,2.34,5.51
628,이 순간,9.95,17.43,5.27,6.94,1.07,17.86,0.55,19.45,4.15,17.32
629,이 사랑,2.52,10.97,7.74,26.41,9.3,24.2,5.72,3.48,6.46,3.2
630,More Than Words,16.49,15.71,1.95,9.18,3.29,21.59,1.51,1.98,5.57,22.73
631,기억소각 (Feat. 기리보이),3.26,14.92,18.56,19.41,0.93,20.39,0.83,3.1,10.45,8.14
632,BAAAM (Feat. Muzie Of UV),10.61,22.89,14.7,3.58,10.6,23.01,3.56,4.82,2.91,3.31
633,싱숭생숭 (SsSs),0.96,16.52,13.79,0.74,18.38,2.64,1.48,14.17,17.51,13.8
634,기름과 물처럼 우린 섞일 수 없는 운명,1.74,5.34,19.95,26.51,4.62,15.89,6.31,2.18,11.13,6.33
635,내가 사랑했던,19.34,16.58,5.59,23.2,2.59,2.67,4.2,12.9,2.32,10.6
636,Busan,1.02,15.31,3.39,24.18,21.75,14.93,7.32,2.48,5.69,3.92
637,Cherry,11.19,7.62,3.31,10.85,26.54,14.77,12.9,3.01,6.47,3.34
638,josee!,22.46,5.37,16.96,21.89,1.99,2.3,1.99,7.69,9.52,9.83
639,yours,6.78,8.12,10.16,24.24,5.34,17.38,13.33,5.01,7.06,2.59
640,풍선 (Balloons),8.01,26.42,4.99,12.92,7.75,12.68,2.42,8.18,4.95,11.68
641,Love In The Ice,3.4,10.62,14.92,6.85,3.45,13.02,4.73,22.99,7.89,12.13
642,주문 (MIROTIC),10.71,24.29,2.51,4.84,17.65,4.47,5.16,7.27,8.79,14.3
643,O -正.反.合.(정반합),9.79,19.92,1.27,14.62,7.81,18.71,3.22,0.73,20.9,3.02
644,Rising Sun (순수),3.25,18.64,4.51,9.24,27.03,5.88,9.45,5.55,12.15,4.29
645,GOOD NIGHT,6.41,2.78,5.48,5.4,1.34,8.65,24.82,2.91,23.89,18.31
646,얼음요새,13.85,4.93,10.74,15.01,8.28,14.8,6.72,18.5,3.8,3.38
647,블루진,20.54,21.87,2.96,19.26,0.89,21.14,1.26,1.79,2.79,7.51
648,새벽 한 시,1.12,0.98,14.88,19.03,12.71,19.49,15.01,0.56,15.05,1.16
649,Rose,21.65,19.04,7.22,14.16,1.33,3.83,2.25,2.69,13.14,14.69
650,괜찮아도 괜찮아 (That`s okay),3.97,9.73,3.15,4.28,3.14,23.21,6.58,19.42,1.84,24.68
651,#드라이브 (Feat. 유연정 Of 우주소녀),23.14,22.08,2.15,5.45,3.58,2.98,1.72,11.27,22.43,5.19
652,돼버릴거야 (feat.휘인 of 마마무) (Prod.기리보이),22.25,1.01,1.36,4.14,19.43,2.76,21.05,7.67,13.33,6.99
653,주르륵 (feat. 휘인 of 마마무),22.32,22.29,1.42,1.45,2.82,17.56,0.88,9.71,3.97,17.58
654,BAD GIRL (Prod. by Czaer),3.58,25.23,3.26,15.19,22.82,7.48,4.8,3.38,9.71,4.56
655,그대에게,4.7,27.26,8.47,12.71,5.01,12.09,7.01,4.35,13.59,4.81
656,"지금, 우리",14.22,15.77,13.97,8.47,4.21,10.03,14.94,6.48,10.91,1
657,그날의 너,1.75,4.59,19.68,1.36,9.49,3.72,25.04,5.01,4.22,25.15
658,Ah-Choo,11.75,23.32,17.98,10.54,2.74,11.89,2.63,7.48,7.92,3.75
659,No Love,6.23,9.7,10.87,23.77,4.55,24.38,5.51,3,8.84,3.16
660,들리니,8.73,7.64,2.23,9.71,19.39,10.28,2.12,8.32,8.24,23.33
661,불쌍해,0.62,2.87,20.4,18.74,7.78,19.93,12.13,1.83,15.02,0.67
662,비와 당신,10.15,8.48,25.45,25.97,2.63,3.9,3.12,3.1,12.78,4.43
663,Monster,7.21,21.55,2.01,1.54,7.52,1.38,8.58,21.75,6.9,21.55
664,너라도 (Feat. 김보아 of SPICA),17.91,13.93,20.7,21.12,4.03,4.14,0.92,0.93,14.74,1.58
665,I`m Fine Thank You,8.13,8.28,4.96,22.08,0.53,21.04,8.11,11.8,2.55,12.51
666,A,4.48,6.76,16.47,14.07,4.14,7.74,5.19,6.94,26.89,7.33
667,Mach,10.03,20.84,3,1.98,13.23,8.3,20.77,1.29,0.8,19.77
668,지나쳐 (Feat. DEAN),22.54,16.41,1.66,6.74,22.38,8.24,2.03,0.92,17.95,1.13
669,오랜만이야 (Feat. Zion.T),26.5,28.27,4.68,7.28,4.4,6.89,8.89,4.17,4.37,4.54
670,잠이 들어야 (Feat. 헤이즈 (Heize)),9.16,17.58,2.99,3.58,19.98,21.72,4.65,8.11,11.28,0.94
671,GOOD (Feat. ELO),9.5,22.03,9.55,21.99,6.56,2.3,18.92,2.81,4.88,1.46
672,우연히 봄,12.78,23.23,6.63,4.28,1.24,5.63,5.42,19.09,6.95,15.75
673,주지마,7.37,14.44,3.6,1.62,20.41,3.2,14.78,25.27,4.99,4.32
674,BEE,16.66,22.17,8.59,1.01,9.42,11.48,0.96,5.67,3.51,20.54
675,어제보다 자랐어,23.21,7.32,5.95,3.81,13.71,13.02,13.64,12.15,5.15,2.67
676,OCEAN VIEW (Feat.찬열),16.93,20.13,6.63,17.34,1.97,20.05,4.04,1.73,9.38,1.81
677,버닝 (Burning),6.3,23.35,2.37,2.28,3.79,22.04,7.6,3.03,24.62,4.61
678,It`s Christmas Day,25.02,5.43,23.47,2.25,9.09,3.45,1.58,9.83,10.44,9.44
679,이기주의보,7.52,13.17,1.12,7.37,8.29,4.8,18.1,20.29,2.37,16.95
680,예뻐서 그래,7.65,6.59,6.94,10.54,15.45,13.85,6.54,17.37,9.81,5.27
681,문득,21.41,2.71,4.46,21.13,1.86,16.27,20.99,6.39,2.94,1.82
682,그때 헤어지면 돼,4.24,21.09,3.4,3.7,13.94,6.35,8.23,3.02,14.67,21.38
683,힐링이 필요해,4.03,7.93,6.21,11.71,6.73,23.55,4.49,17.75,9.74,7.86
684,피노키오,8.83,11.7,22.81,18.17,7.94,22.33,2.27,1.61,2.43,1.91
685,HEAVEN,7.37,18.54,3.09,18.89,16.76,15.09,2.92,3.14,13.14,1.05
686,On The Ground,19.14,22.5,6.93,3.45,4.39,7.1,3.56,6.24,1.65,25.03
687,Gone,8.28,21.18,2.43,18.77,8.05,22.59,7.02,2.05,6.06,3.56
688,Free Somebody,4.57,23.74,2.34,7.14,8.39,1.97,23.64,7.48,14.9,5.85
689,그냥가요 (Feat. 휘인 Of 마마무),2.81,15.64,2.53,23.69,7.33,12.28,18.99,1.7,12.18,2.84
690,Save (Feat. 팔로알토)(Prod. 코드 쿤스트),23.24,5.23,0.95,6.15,10.18,2.11,19.93,20.34,6.19,5.66
691,Capture (Feat. 그레이 (GRAY)),2.01,26.61,3.18,4.42,18.62,17.14,2.74,1.58,14.63,9.07
692,동성로 (Feat. Crush),5.59,26.97,5.97,6.13,15.75,5.11,10.29,9.25,4.7,10.24
693,LALISA,13.45,25.75,7.02,12.58,6.6,12.02,0.74,4.73,4.67,12.45
694,Money,10.23,22.35,0.95,20.75,11.8,3.22,9.06,10.68,6.23,4.75
695,실화,1.83,6.91,2.54,21.64,12.07,21.65,1.16,7.42,10.45,14.34
696,...사랑했잖아...,0.99,13.41,11.27,21.2,8.65,18.44,18.48,1.61,4.4,1.56
697,보고 싶어...운다,12.22,3.49,4.27,17.53,0.45,15.43,0.9,15.82,18.19,11.71
698,뒤에서 안아줘,2.66,18.52,13.49,4.41,15.28,3.22,9.71,10.13,19.71,2.88
699,곰인형 (Feat. 해금),0.5,1.67,19.52,3.46,21.22,5.5,16.4,1.41,21.38,8.93
700,유리 심장 (Feat. 용준형 Of 비스트),1.37,11.04,6.2,19.95,9.41,20.87,11.26,1.42,15.38,3.11
701,오늘 밤 (Feat. 배치기),21.45,13.67,19.15,10.65,1.42,10.11,1.72,4.75,4.75,12.34
702,이 노래 좋아요,23.37,23.49,2.29,10.66,11.37,6.95,3.06,3.18,13.4,2.22
703,Song For Love (Kor Ver.),19.97,16.04,3.01,0.8,16.9,16.61,10.91,11.94,2.93,0.89
704,그대만의 것 (Feat. Soulman),24.07,15.56,6.1,11.42,2.92,10.93,2.37,6.35,16.95,3.32
705,With You,19.01,8.12,8.89,8.16,0.83,9.82,1.13,14.58,14.92,14.54
706,Love Story,1.47,18.46,4.13,10.87,1.84,6,4.92,16.38,19.77,16.15
707,시간을 거슬러,1.44,14.99,4.3,25.35,17.15,7.9,10.75,2.43,12.77,2.92
708,꽃잎놀이,4.74,11.39,12.84,25.42,3.61,25.62,6.48,3.68,2.82,3.39
709,WINNIN (Feat. Jvcki Wai) (Prod. Panda Gomm),18.7,19.2,18.22,0.63,2.3,7.71,2.96,14.94,2.38,12.96
710,"방에 혼자 있을 때 (Feat. CHANGMO, ASH ISLAND)",14.13,17.83,3.95,5.44,1.98,18.24,1.53,4.49,17.7,14.7
711,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",14.94,14.6,3.32,21.52,1.67,20.86,0.87,2.93,5.01,14.28
712,"CREDIT (Feat. 염따, 기리보이, Zion.T)",1.74,1.95,5.58,4.89,8.77,10.26,19,10.31,6.63,21.86
713,Bad News Cypher vol.2 (Feat. TakeOne),18.34,6.13,11.45,3.83,3.94,2.27,14.26,5.08,27.74,6.96
714,FRIENDS (Prod. Slom),26.5,6.18,5.91,21.15,6.49,8.08,6.61,6.62,5.02,7.45
715,LASER (Prod. PEEJAY),2.47,24.83,5.61,17.92,5.89,11.44,8.34,9.02,11.87,2.61
716,Freak (Prod. Slom),4,8.8,6.08,2.92,8.81,12.24,8.68,25.78,2.01,20.68
717,Mr.애매모호,2.65,24.24,4.86,7.14,8.28,10.28,17.23,4.64,10.97,9.7
718,I Miss You,15.27,6.03,11.63,3.13,18.48,21.6,1.48,2.38,9.62,10.38
719,Decalcomanie (데칼코마니),7.1,23.76,12.32,2.01,3.83,10.95,8.24,23.84,2.91,5.03
720,Moderato (Feat. Hash Swan),17.4,1.95,20.87,2.62,4.46,17.25,17.27,6.38,10.4,1.41
721,NEW YORK,13.37,18.34,2.04,1.11,16.84,17.64,0.79,8.13,16.69,5.05
722,Piano Man,9.87,24.64,11.06,1.68,17.86,6.49,5.25,8.42,3.16,11.58
723,음오아예 (Um Oh Ah Yeh),17.42,23.68,4.58,1.26,13.83,2.88,4.65,19.67,8.28,3.75
724,나로 말할 것 같으면 (Yes I am),4.55,25.97,4.75,4.29,16.25,6.82,2.13,6.59,19.25,9.39
725,너나 해,3.05,10.97,17.25,7.63,0.53,5.69,19.88,18.2,1.07,15.73
726,하늘하늘 (청순),14.7,27.19,11.4,6.54,6.6,11.56,2.8,7.37,4.89,6.96
727,별 바람 꽃 태양,17.37,24.01,3.46,24.36,4.08,6.83,3.47,4.43,9.54,2.45
728,별이 빛나는 밤,8.65,24.25,11.82,13.8,2.11,16.19,3.04,3.84,13.29,3
729,덤덤해지네 (Solo 화사),1.08,4.87,16.61,7.47,1.53,4.05,1.9,20.96,20.69,20.84
730,기대해도 좋은 날,22.86,23.42,2.79,3.14,2.5,5.82,1.89,15.54,4.09,17.93
731,LOVE,20.35,24.73,7.68,13.86,1.26,7.6,7.58,4.71,7.94,4.28
732,매일 봐요,0.83,23.66,5.02,9.67,23.37,10.43,2.95,8.5,10.63,4.94
733,칠해줘,23.32,20.82,14.31,10.49,7.47,2.75,2.12,1.93,14.69,2.1
734,딩가딩가 (Dingga),6.06,23.37,16.37,5.88,10.98,18.74,2.77,1.03,8.94,5.85
735,Wind flower,2.07,7.82,18.53,11.1,20,14.42,2.16,1.31,21.56,1.03
736,No more drama,4.41,19.49,17.01,2.42,19.12,21.38,4.7,2.75,6.7,2.02
737,생각보단 괜찮아 (Better than I thought),3.11,9.97,21.74,4.32,13.68,19.73,18.85,3.24,4.1,1.25
738,열 밤 (Ten Nights),15.81,11.32,6.58,16.26,1.78,21.45,2.48,12.36,2.2,9.78
739,Where R U,13.06,20.94,20.87,3.34,5.03,4.77,5.51,22.29,1.83,2.35
740,고고베베 (gogobebe),8.17,22.77,9.22,3.66,23.39,19.36,4.08,3.7,4.71,0.95
741,우린 결국 다시 만날 운명이었지 (Destiny),8.82,17.14,13.97,11,6.78,15.42,3.16,10.59,3.64,9.5
742,행복하지마,6.17,9.24,10.18,11.79,5.67,17.48,22.93,4.47,5.31,6.77
743,에너지 (Feat. 선예),12.03,25.16,3.38,13.34,3.28,19.88,3.09,4.29,3.16,12.37
744,톡톡 (Tok Tok) (Feat. SOYA),4.48,25.33,7.16,18.44,7.5,17.65,2.97,4.49,5.35,6.63
745,나쁜놈 (Feat. 소야),2.49,20.62,4.49,7.75,10.02,23.2,7.42,1.78,8.19,14.17
746,패밀리 (Feat. 손담비),26.77,14.67,4.63,15.46,7.48,8.47,3.49,3.16,8.55,7.38
747,Marry Me,19.91,6.28,12.84,9.2,1.37,10.1,0.57,17.53,17.13,5.06
748,화 (Feat. 진실 Of Mad Soul Child),1.22,2.57,17.87,5.56,5.78,12.7,19.62,0.58,16.42,17.68
749,거짓말 (Feat. 이해리 Of 다비치),1.17,1.16,13.2,21.39,2,20.86,18.98,1.29,17.99,1.96
750,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),10.81,6.65,20.79,1.12,18.3,10.58,3.27,1.11,7.65,21.73
751,견딜만해 (Feat. 효린 Of 씨스타),10.9,4.51,16.42,12.08,2.86,7.75,13.59,23.22,6.5,2.16
752,다시 너를,11.69,17.15,4.65,20.54,2.16,23.14,4.59,2.82,7.86,5.41
753,비행소년 (Going Home),10.23,2.43,15.47,21.13,3.27,20.29,1.71,2.02,1.55,21.9
754,발자국,4.95,13.57,13.84,25.28,5.3,22.65,4.14,2.62,1.98,5.67
755,흩어져,2.29,7.69,22.88,24.91,4.29,24.16,3.21,1.53,6.72,2.31
756,미행,2.29,10.51,5.08,27.3,4.8,4.1,8.81,4.06,27.95,5.11
757,선물,27.05,13.58,8.08,8.93,4.16,14.14,5.06,5.71,7.11,6.17
758,동화,26.95,21.34,3.06,11.04,0.98,9.21,3.37,3.07,19.27,1.7
759,짙어져,1.11,1.44,10.83,9.38,1.55,17.17,18.68,14.46,9.49,15.88
760,You,5.37,6.6,20.83,10.96,1.49,15.03,4.68,22.72,9.12,3.2
761,BAAM,1.47,22.14,9.21,0.56,23.27,14.06,13.58,9.78,1.74,3.2
762,뿜뿜,17.51,26.06,3.5,2.58,14.4,6.84,4.45,5.16,9.38,10.11
763,어마어마해 (EDM Ver.),16.15,26.36,5.87,4.01,14.89,8.63,4.85,3.94,11,4.3
764,신속히 (RUSH),2.26,19.6,17.99,7.89,17.23,16.23,2.07,3.63,12.4,0.69
765,아름다워 (Beautiful),4.37,23.95,6.36,3.64,4.85,10.72,6.17,25.47,3,11.47
766,무단침입 (Trespass),11.11,18.32,9.26,0.85,12.77,4.01,4.59,16.24,21.49,1.35
767,It's Up To You,1.63,4.79,16.52,24.46,3.33,20.14,7.3,8.79,9.36,3.68
768,Right Back (Feat. Tabber),23.56,10.31,12.9,2.87,16.4,5.86,4.09,18.52,1.58,3.91
769,눈동자,10.08,22.7,3.21,4.48,4.79,8.11,1.87,14.23,7.16,23.37
770,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",7.54,17.59,0.97,15.98,1.87,16.12,0.94,18.24,2.75,18
771,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),3.03,24.51,7.98,20.72,5.98,7.21,22.14,1.68,4.47,2.29
772,Good-bye Baby,12.31,15,18.61,17.51,1.19,19.81,4.59,2.57,7.35,1.06
773,Bad Girl Good Girl,21.08,21.84,2.88,1.33,22.02,4.08,1.05,7.26,2.41,16.05
774,다른 남자 말고 너,2.27,22.98,1.73,3.22,17.19,4.33,1.54,9.17,22.58,14.99
775,Hush,19.48,19.38,6.98,1.45,2.06,3.33,2.31,20.68,4.76,19.56
776,남자 없이 잘 살아,20.5,4.14,20.89,2.74,16.66,2.57,3.02,2.46,21.46,5.55
777,Breathe,3.37,22.7,6.33,20.68,22.66,6.67,2.04,1.27,7.68,6.66
778,Touch,4.75,20.31,20.78,16.37,2.89,5.24,8.48,15.05,4.05,2.07
779,Drive,2.37,19.8,6.29,11.96,1.85,8.37,9.75,21.22,9.17,9.22
780,한량 (Feat. 비비 (BIBI)) (Prod. 딘딘),6.36,21.87,3.39,20.35,14.34,2.72,3.36,1.73,23.99,1.89
781,후유증,10.17,3.21,24.48,19.43,3.05,22.69,3.83,4.3,4.15,4.7
782,Is Who,4.6,8.13,1.42,15.5,4.44,19.94,13.16,0.29,19.6,12.93
783,멋진 꿈,19.99,22.49,5.58,8.38,1.61,2.22,8.11,7.89,22.17,1.54
784,사진을 보다가,3.5,7.11,8.57,28.74,9.42,10.73,8.97,6.04,7.61,9.29
785,그 남자 그 여자 (Feat. 장혜진),1.16,5.56,13.12,14.16,4.27,21.87,15.05,1.1,19.75,3.96
786,새로고침 (Feat. 강민경 of 다비치),21.78,21.12,2.14,2.2,20.7,1.35,6.29,3,1.19,20.23
787,보통연애 (Feat. 박보람),4.49,21.44,7.26,8.87,1.14,11.66,9.39,10,20.12,5.63
788,미안해요,3.1,10.67,7.42,26.68,4.27,24.16,8.27,3.95,4.49,6.99
789,애쓰지 마요,2.76,17.18,17.38,21.83,6.56,15.05,2.25,12.26,1.8,2.92
