id,title,relaxed,excited,loneliness,depression,annoyance,regret,unfairness,fear,stress,worry
1580,O (Feat. 이하이),8.08,18.81,8.36,20.15,2.32,23.59,6.99,2.29,5.38,4.02
1581,"Set me Free (Feat. Loopy, Jvcki Wai)",8.39,22.7,11.3,0.96,19.28,6.57,18.59,6.26,2.42,3.54
1582,XI (Feat. 이하이),7.92,17.99,2.52,9.75,10.42,18.87,4.96,3.75,21.74,2.07
1583,CAVIAR,3.87,21.19,4.64,3.81,22.55,13.53,10.17,2.83,16.84,0.59
1584,North Face (Feat. Jvcki Wai),2.1,3.01,1.36,8.57,22.76,15.42,3.08,1.4,22.27,20.04
1585,Right away (Feat. pH-1),4.47,18.22,1.6,1.55,19.06,0.71,2.58,19.57,16.85,15.38
1586,Romeo N Juliet,1.17,7.49,15.36,25.3,4.54,17.56,9.47,2.69,12.93,3.49
1587,나만 바라봐,12.82,18.94,0.82,20.3,1.77,1.97,2.57,2.28,17.95,20.58
1588,"눈, 코, 입",2.75,4.04,14.15,16.32,2.34,22.86,11.84,2.94,17.38,5.36
1589,I Need A Girl (Feat. G-dragon),6.2,6.85,2.86,10.47,13.5,7.83,3.27,1.51,23.2,24.31
1590,제주도의 푸른 밤,17.88,15.98,4.01,7.59,10.31,10.67,1.32,10.21,21.11,0.92
1591,11:11,12.51,20.17,1.31,2.13,16.94,10.06,0.87,12.81,2.57,20.64
1592,Happy,9.22,26.11,3.42,20.82,4,13.27,2.89,4.97,8.63,6.66
1593,I (Feat. 버벌진트),6.12,25.69,15.44,25.27,3.3,5.39,5.16,2.54,6.84,4.25
1594,U R,19.06,7.61,15.37,4.64,2.02,9.26,0.44,18.38,12.36,10.85
1595,쌍둥이자리 (Gemini),3.85,24.19,4.26,11.78,9.53,9.17,2.42,23.02,4.82,6.96
1596,스트레스 (Stress),2.56,13.42,11.86,7.77,14.1,12.29,5.24,4.34,22.92,5.5
1597,먼저 말해줘 (Farewell),21.73,5.74,18.08,6.57,9.39,7.86,16.19,2.3,8.11,4.05
1598,INVU,15.57,2.98,18.34,7.74,3.9,2,19.06,5.39,20.55,4.47
1599,그런 밤 (Some Nights),12.15,14.69,2.76,3.18,19.17,19.94,2.64,20.47,3.6,1.39
1600,Fine,12.32,7.25,15.1,15.5,1.02,7.6,3.8,22.25,7.35,7.81
1601,Cover Up,8.29,8.65,13.27,21.55,1.5,22.64,6.13,6.45,6.14,5.39
1602,날개 (Feel So Fine),9.53,21.41,19.18,21.23,2.3,7.52,1.31,2.74,10.7,4.07
1603,I Got Love,23.49,14.19,7.89,3.79,2.65,15.13,4.81,1.92,22.05,4.1
1604,I`m OK,3.25,4.43,3.15,3.65,25.71,2.49,25.31,3.33,25.94,2.74
1605,Time Lapse,4.86,14.54,9.64,28.16,6.36,6.85,9.58,5.15,7.58,7.28
1606,Sweet Love,13.17,18.13,5.89,18.28,1.54,19.8,0.88,1.04,1.42,19.84
1607,When I Was Young,4.88,11.56,5.61,26.17,6.15,26.39,3.27,2.7,5.17,8.09
1608,Lonely Night,1.79,2.98,20.87,24.72,1.57,8.96,9.08,3.92,24.59,1.51
1609,수채화 (Love in Color),4.24,23.76,7.62,25.09,3.5,16.61,8.57,3.21,3.51,3.88
1610,Fire,8.84,14.42,9.58,24.7,3.72,25.02,5.4,2.08,3.78,2.45
1611,Eraser,1.32,6.38,17.41,0.82,16.42,11.57,1.23,16.87,9.15,18.84
1612,Make Me Love You,5.34,17.95,16.91,2.07,10.83,14.14,0.77,19.86,8.73,3.4
1613,I Blame On You,10.85,11.45,9.61,11.08,7.74,25.09,5.16,5.6,7.21,6.21
1614,Curtain Call,7.93,18.43,2.96,2.6,3.98,10.74,19.45,23.06,7.1,3.73
1615,Here I Am,16.94,18.18,2.12,9.18,1.16,19.97,3.62,5.23,3.25,20.35
1616,불티 (Spark),1.9,20.99,2.52,2.35,16.41,9.76,11.31,20.72,11.7,2.34
1617,Find Me,4.64,24.58,7.67,22.01,3.71,20.86,2.47,3.88,2.11,8.07
1618,Love You Like Crazy,2.2,4.6,17.7,9.9,2.21,19.77,1.61,12.51,15.17,14.34
1619,하하하 (LOL),5.1,20.1,6.72,3.68,6.65,16.7,2.55,22.29,12.51,3.69
1620,Better Babe,2.98,22.27,10.13,24.22,6.08,20.42,3.38,2.81,1.49,6.22
1621,Wine,24.13,5.31,4.8,23.87,1.95,17.02,10.16,4.3,4.21,4.22
1622,Do You Love Me?,3.08,2.3,5.35,12.61,4.35,22.63,11.02,8.95,25.03,4.69
1623,City Love,18.17,21.12,6.01,19.91,1.06,6.16,0.98,6.24,18.44,1.9
1624,Gravity,1.84,12.22,11.07,23.86,4.96,11.33,1.49,3.13,15.95,14.15
1625,너를 그리는 시간 (Drawing Our Moments),10.18,18.78,20.78,10.59,5.39,21.36,4.4,2.7,4.24,1.6
1626,Something New,10.53,10.94,5.72,2.14,21.81,21.78,1.62,1.12,20.34,4
1627,저녁의 이유 (All Night Long) (Feat. LUCAS of NCT),23.83,27.43,7.55,2.79,7.47,6.46,7.65,6.18,6.19,4.47
1628,바람 바람 바람 (Baram X 3),17.11,21.17,1.96,1.5,19.74,19.01,3.94,11.83,2.49,1.26
1629,Circus,26.35,15.35,7.01,11.52,8.27,10.86,3.48,4.94,3.62,8.6
1630,This Christmas,26.91,20.31,7.03,11.63,4.42,6.29,8.33,5.65,4.54,4.88
1631,Let It Snow,8.01,27.15,7.87,10.37,7.95,15.06,2.51,5.54,7.3,8.24
1632,Candy Cane,4.97,25.25,4.49,3.14,22.01,8.75,4.52,8.93,13.09,4.86
1633,Christmas without You,24.45,6.16,23.49,20.69,2.33,4.53,3.03,5.92,4.91,4.49
1634,쉿 (Shhhh),7.22,18.38,4.1,3.65,17.43,5.5,2.15,11.91,4.61,25.03
1635,겨울나무 (I`m all ears),8.16,16.09,14.01,20,0.81,19.4,2.96,2.51,14.98,1.09
1636,Weekend,19.37,26.53,1.87,0.81,11.56,15.3,2.8,8.39,6.8,6.59
1637,What Do I Call You,21.75,17.86,2.18,9.59,3.32,22.36,6.9,5.29,8.01,2.75
1638,Why,7.02,8.56,9.04,23.95,3.83,6.51,7.34,7.77,1.4,24.59
1639,Starlight (Feat. DEAN),26.87,10.02,9.12,11.15,4.63,13.61,3.6,9.16,4.66,7.2
1640,Fashion,5.67,14.03,7.51,4.5,9.94,8.91,25.05,13.07,7.64,3.69
1641,Hands on Me,21.24,19.04,3.93,6.98,12.1,0.82,2.05,3.32,17.93,12.58
1642,Up & Down (Feat. 효연),1.56,18.98,2.92,1.07,19.28,16.31,4.49,16.59,17.52,1.28
1643,Good Thing,10.74,25.91,3.68,2.26,25.48,8.14,3.49,5.43,5.25,9.62
1644,Night,17.64,12.04,6.33,0.61,5.24,3,1.7,20.17,16.82,16.45
1645,숨겨진 세상 (Into the Unknown End Credit Version),17.27,9.17,18.51,6.95,13.73,7.4,1.52,20.65,3.09,1.71
1646,All With You,17.84,10.99,1.65,19.85,0.57,7.61,3.32,10.74,17.4,10.03
1647,사계 (Four Seasons),6.82,20.05,6.65,18.24,2.99,24.24,5.17,3.67,7.6,4.56
1648,Rain,3.26,13.25,22.73,25.62,3.82,3.86,4.29,7.55,11.4,4.22
1649,비밀 (Secret),5.87,18.33,13.99,23.87,2.39,23.38,5.59,2.34,1.76,2.47
1650,그대라는 시,8.8,15.63,4.79,24.43,3.12,22.98,8.22,2.78,7.56,1.69
1651,"Goodbye sun, Goodbye moon (With 이수현 of AKMU (악동뮤지션))",4.47,26.03,6.16,7.95,10.31,10.37,2.32,12.52,11.78,8.08
1652,그녀가 말했다 (With 권진아),3.19,15.25,7.93,15.31,3.79,11.67,26.05,6.17,3.89,6.75
1653,언제나 타인 (With 선우정아),5.07,16.12,6.03,11.79,12.5,23.66,10.12,3.42,8.44,2.85
1654,내일은 없어,8.4,20.94,2.96,13.93,5.76,23.51,9.89,4.24,5.41,4.97
1655,Trouble Maker,7.92,6.88,4.64,2.91,3.71,15.67,5.5,19.27,13.26,20.24
1656,넘버나인 (No.9),13.78,19.79,2.87,6.9,6.53,5.26,19.99,9.37,4.72,10.79
1657,Cry Cry,10.05,20.48,21.78,6.68,9.93,21.99,4.12,1.35,1.26,2.37
1658,Lovey-Dovey,17.79,21.09,4.65,2,18.48,7.49,1.55,13.37,9.52,4.31
1659,SEXY LOVE,8.42,22.67,4.35,9.06,13.91,12.71,3.79,2.03,12.54,10.52
1660,완전 미쳤네 (Korean Ver.),4.68,23.23,5.42,3.33,7.54,10.57,3.24,15.73,17.05,9.22
1661,Roly-Poly,1.57,19.58,6.88,17.05,1.23,11.99,3.37,6.59,12.36,19.38
1662,TTL (Time To Love),16.33,21.54,1.55,4.2,6.44,22.22,4.1,2.72,1.88,19.02
1663,"모든 날, 모든 순간 (Every day, Every Moment)",22.71,21.18,4.08,12.4,1.28,13.76,2.67,2.48,15.62,3.83
1664,너도 아는,7.4,7.84,15.98,11.03,14.28,21.62,2.55,3.06,14.9,1.35
1665,너를 만나,14.26,24.74,4.57,10.45,3.5,16.59,13.32,5.59,2.66,4.3
1666,Dream,13.34,18.71,20.84,23.71,2.55,6.82,2.36,2.04,5.33,4.3
1667,마음,16.73,8.46,4.49,22.01,1.94,19.55,2.8,13.21,7.78,3.02
1668,비밀 (Secret),18.3,5.94,10.6,16.93,0.52,7.51,0.57,17.09,17.78,4.76
1669,어제처럼,20.64,9.13,22.39,9.76,3.64,18.73,1.7,4.76,6.48,2.76
1670,허전해,1.1,19.46,7.43,23.62,12.33,10.72,7.74,4.11,9.82,3.66
1671,안녕,9.43,16.84,2.01,2.76,9.38,6.56,6.89,22.64,4.88,18.61
1672,Loveship,10.35,7.69,17.21,13.55,6.09,22.2,2.96,3.19,14.24,2.5
1673,눈치,4,7.07,4.18,20.82,18.62,22.92,3.97,1.94,11.83,4.65
1674,WE GO,4.13,22.38,5.42,2.58,22.06,18.4,10.3,1.53,12.39,0.81
1675,너를 너를 너를,3.19,4.19,20.56,18.32,1.79,10.51,11.61,18.1,9.3,2.44
1676,알고 있어,7.07,8.66,7.48,21.6,7.48,24.72,2.27,4.26,9.6,6.86
1677,조금만 더 방황하고 (Feat. Crucial Star),2.42,11.55,2.47,11.23,0.95,11.55,1.25,18.34,19.66,20.57
1678,품 스윗 품 (Feat. Monokim),2.58,7.07,23.22,24.46,3.6,24.16,8.01,2.4,2.92,1.6
1679,돌아오지마 (Feat. 용준형),14.18,17.12,5.18,2.34,4.79,18.87,1.1,15.9,15.58,4.94
1680,널 너무 모르고,10.74,22.21,6.11,6.52,4.29,24.48,11.21,5.37,5.21,3.86
1681,먹구름 (Feat. 나플라 (nafla)),19.66,14.55,11.87,7.15,2,22.24,3.14,2.39,11.63,5.39
1682,비도 오고 그래서 (Feat. 신용재),11.59,3.11,25.34,20.27,3.01,13.76,9.32,3.1,7.38,3.12
1683,저 별 (rain ver.),18.02,4.66,13.96,12.64,1.34,20.14,2.66,12.75,11.8,2.04
1684,"And July (Feat. DEAN, DJ Friz)",0.79,6.55,3.25,7.53,0.77,17.9,17.27,17.56,11.34,17.03
1685,Shut Up & Groove (Feat. DEAN),4.01,5.46,18.97,1.22,19.13,11.01,12.42,19.27,1.62,6.9
1686,Underwater,4.45,6.06,4.3,3.14,14.45,22.59,9.92,11.98,18.34,4.78
1687,No Way,10.44,20.48,2.96,20.18,3.91,19.06,0.44,0.86,15.25,6.42
1688,돌아오지마 (Acoustic Ver.),13.87,8.88,9.52,3.75,3.57,18.49,1.45,19.1,18.6,2.77
1689,헤픈 우연,6.32,19.08,9.09,8.87,2.74,22.06,7.53,6.35,11.51,6.46
1690,처음처럼 (Feat. 개리),4.67,9.06,8.62,26.15,2.46,25.94,3.78,3.3,12.23,3.79
1691,감기 (Feat. 창모),19.94,17.23,20.31,14.64,2.02,13.45,1.56,2.12,8.16,0.58
1692,Why,17.59,19.96,3.66,1.44,13.34,6.94,5.43,7.86,1.59,22.2
1693,미안해 널 사랑해 (Feat. 김필),10.52,13.52,5.99,19.57,3.58,24.17,6.4,3.49,8.23,4.55
1694,빗물에게 들으니 (Feat. 안예은),22.15,16.04,9.76,8.28,1.76,20.47,3.34,2.57,14.2,1.43
1695,어쨌든 반가워,3.79,7.25,12.37,10.65,7.93,3.75,1.11,21.72,20.05,11.38
1696,작사가,3.19,6.43,4.02,26.12,10.5,14.16,6.58,2.46,24.49,2.06
1697,일이 너무 잘 돼,3.56,17.16,12.33,21.42,5.01,21.8,1.44,1.99,14.28,1.01
1698,너의 이름은 (Feat. ASH ISLAND),1.95,10.77,17.56,24.9,6.91,23.43,2.51,1.5,4.74,5.74
1699,SHE`S FINE,3.94,15.48,5.71,26.89,3.61,12.37,5.87,5.54,11.73,8.86
1700,그러니까 (Feat. Colde),5.87,7.6,25.23,13.12,8.4,8.16,3.84,11.66,12.6,3.53
1701,이유,10.91,8.78,3.24,10.83,11.25,7.2,1.44,19.4,21.95,5
1702,Dispatch (Feat. 사이먼 도미닉),1.76,4.08,13.76,27.23,9.43,13.98,9.93,3.77,10.17,5.9
1703,숨고 싶어요 (With. 선우정아),2.34,8.83,1.82,15.75,1.35,19.95,13.85,6.14,17.01,12.96
1704,Buddy (Feat. DAVII),5.06,10.18,18.1,2.2,3.05,17.15,0.56,19.87,5.19,18.66
1705,문득 그런 생각이 들어 (Feat. 나플라 (nafla)),4.17,13.07,17.43,23.35,5.31,23.39,1.78,1.45,8.55,1.51
1706,너의 나무 (Feat. 주영),24.14,4.46,11.8,4.25,6.18,7.29,5.69,11.87,21.06,3.26
1707,knock sir,24.5,1.78,4.15,18.31,4.73,6.44,2.3,24.74,4.28,8.78
1708,E.T,4.07,24.59,5.79,13.41,3.87,15.98,2.31,10.8,4.41,14.78
1709,없었던 일로,4.53,6.74,4.96,26.87,5.36,26.75,9.26,5.16,5.09,5.28
1710,어쩌면 우리 (Feat. 죠지),7.02,15.88,12.07,1.86,22.22,22.05,2.65,7.62,2.49,6.13
1711,Don′t Lie (Feat. 기리보이),7.19,11.26,6.7,22.71,1.98,10.94,1.07,20.77,7.91,9.47
1712,도둑놈 (Feat. 민니 of (여자)아이들),3.18,5.62,9.02,25.12,6.62,25.19,1.93,3.34,15.49,4.5
1713,거리마다 (Feat. I.M of 몬스타엑스),2.32,19.42,2.5,20.34,6.78,21.67,9.67,4.19,12.31,0.78
1714,Love is 홀로,11.42,16.89,0.6,7.49,8.37,15.15,1.63,8.55,18.61,11.28
1715,널 만나고,1.3,5.15,23.16,21.89,6.11,12.11,7.94,2.55,18.71,1.09
1716,슈퍼카,21.5,7.38,4.64,3.18,20.55,20.84,2.27,1.74,0.89,17.01
1717,여행자,10.64,17.41,16.14,19.55,0.95,5.77,5.8,4.11,18.65,0.98
1718,도깨비불 (Illusion),17.22,22.23,1.41,0.71,20.43,12.31,2.97,5.53,7.32,9.88
1719,We don`t talk together (Feat. 기리보이) (Prod. SUGA),2.73,22.39,10.75,7.02,20.5,22.41,3.85,1.21,2.68,6.46
1720,다 그렇지 뭐,4.05,5.44,2.52,23.57,1.05,17.66,14.89,2.86,24.04,3.92
1721,너와 함께한 시간 속에서,14.88,22.96,0.77,22.87,3.69,9.32,5.43,10.42,6.34,3.32
1722,Round and round (Feat. 한수지),14.66,19.02,20.29,5.21,5.22,11.84,4.46,2.43,15.73,1.15
1723,떨어지는 낙엽까지도,9.75,16.69,19.72,9.35,0.87,19.84,1.26,4.88,3.82,13.83
1724,만추 (Feat. Crush),3.36,16.35,10.34,25.93,4.62,5.6,15.41,7.54,6.28,4.56
1725,일기,9.38,22.86,5.63,3.86,21.9,16.71,3.52,4.38,10.92,0.84
1726,DAUM (Feat. Colde),9.1,14.44,16.4,5.36,5,20.6,1.49,18.82,1.74,7.05
1727,얼고 있어,12.57,6.48,4.91,4.73,2.61,21.92,0.94,22.13,9.03,14.69
1728,jenga (Feat. 개코),2.55,4.12,11.86,15.78,15.84,10.56,21.87,2.84,12.61,1.98
1729,괜찮냐고,5.74,11.12,19.12,9.39,14.34,21.02,2.81,0.98,14.57,0.92
1730,내가 더 나빠,3.6,3.62,7.03,16.88,14.18,6.45,8.5,6.38,28.2,5.15
1731,잘 살길 바래 (with DAVII),3.16,11.53,7.04,25.74,5.61,15.16,8.61,3.88,15.94,3.34
1732,바람,8.55,13.51,14.14,11.64,8.45,9.23,11.79,6.07,10.37,6.25
1733,MIANHAE,1.61,20.83,16.18,19.7,20.98,1.84,9.36,2.09,2.9,4.52
1734,비가 오는 날엔 (2021),2.69,20.2,13.34,3.97,22.82,22.18,3.67,3.14,2.12,5.86
1735,You're Cold (더 많이 사랑한 쪽이 아프대),7.04,17.85,19.01,20.85,0.41,3.7,6.44,6.24,17.36,1.09
1736,좋았을걸,5.54,2.75,3.38,17.32,3.34,17.97,1.86,21.6,22.62,3.61
1737,엄마가 필요해,4.56,21.41,4.69,23.81,1.04,10.3,2.57,11.48,11.34,8.79
1738,오롯이,17.56,2.59,12.14,17.96,1.13,8.54,2.54,2.37,5.54,29.63
1739,마지막 너의 인사,24.71,23.86,2.65,19.18,3.07,3.28,7.19,5.14,7.68,3.24
1740,저 별,10.97,3.75,15.94,10.46,1.35,20.37,2.89,16.75,14.93,2.61
1741,첫눈에,1.35,1.73,12.45,4.21,12.85,15.33,19.53,2.68,21.26,8.62
1742,너의 마음을 내게 준다면(Feat. Colde),1.73,5.62,10.19,19.8,2.1,21.23,7.12,18.4,9.93,3.88
1743,내 맘을 볼수 있나요,2.45,6.12,6.33,23.32,0.97,22.08,4.86,2.45,23.76,7.67
1744,밤하늘의 저 별처럼,2.45,13.74,19.8,20.52,3.3,21.19,1.7,6.48,9.15,1.66
1745,위잉위잉,3.29,10.15,9.04,26.62,11.97,5.87,3.28,2.27,25.25,2.26
1746,와리가리,1.29,2.96,16.66,24.77,5.47,24.19,4.24,1.56,14.91,3.97
1747,Mer,23.32,22.65,2.77,19.12,1.78,8.94,4.1,1.79,13.05,2.48
1748,TOMBOY,21.03,16.58,1.92,3.56,0.83,10.16,7.46,4.08,8.93,25.45
1749,Paul,1.05,5.81,20.58,16.18,1.05,3.82,13.35,18.75,17.5,1.93
1750,하늘나라,22.05,22.35,5.49,6.26,2.33,22.38,4.35,2.48,10.88,1.44
1751,Bubble Pop!,7.79,13.67,4.92,4.25,27.22,5.79,7.31,7.09,14.29,7.67
1752,Change (Feat. 용준형),4.15,24.11,4.51,20.19,8.27,8.97,6.61,2,13.81,7.4
1753,빨개요,1.49,27.77,4.26,4.27,13.59,15.75,4.65,8.02,17.74,2.44
1754,어때?,1.93,21.32,6.91,1.37,20.35,11.1,1.8,12,7.3,15.92
1755,Lip & Hip,5.1,23.63,2.71,5.83,19.85,16.25,2.14,6.4,14.17,3.93
1756,NO BREAK (Prod. by GooseBumps & 사이먼 도미닉),21.19,13.61,1.97,1.41,9.45,1.78,4.1,15.6,12.57,18.31
1757,I'm a 빛 (I'm a B),1.61,22.62,4.98,16.05,21.93,4.51,2.06,1.43,22.57,2.22
1758,마리아 (Maria),0.6,3.2,18.01,14.76,19.49,18.55,1.98,3.55,18.37,1.49
1759,Kidding,5.31,18.65,0.67,18.6,0.92,4.91,17.62,11.47,19.98,1.86
1760,I’m bad too (Feat. DPR LIVE),6.27,10.92,9.49,2.99,8.68,23.08,6.99,4.85,10.12,16.6
1761,멍청이(twit),1.32,3.92,2.67,23.06,23.81,13.73,6.15,2.27,7,16.08
1762,말 없이 안아줘 (feat. 크루셜스타),4.22,12.61,3.39,18.54,4.8,1.64,7.28,16.47,9.7,21.36
1763,니가 더 잘 알잖아 (youknowbetter),5.57,5.54,24.01,10.95,7.68,22.09,7.47,3.66,9.71,3.32
1764,BAE,5.93,23.99,3.6,8.65,11.56,7.34,2.67,8.13,9.88,18.25
1765,내일할래 (To Do List),5.44,15.43,7.92,7.02,17.49,14.64,20.44,5.83,4.48,1.3
1766,Over You,11.27,16.39,1.47,20.69,1.47,20.83,5.84,5.32,12.76,3.96
1767,No Thanks,5.3,9.61,3.28,21.76,2.44,4.69,2.19,2.39,23.81,24.53
1768,Ah Yeah,11.6,23.35,7.13,2.86,20.63,6.26,10.66,3.75,5.85,7.9
1769,꺼져,1.42,4.61,9.15,9.88,24.7,15.47,8.01,1.84,22.24,2.68
1770,Layin' Low (Feat. Jooyoung),2.93,3.92,2.58,8.39,16.27,19.14,10.68,18.9,2.53,14.66
1771,Love Like This (Feat. Dok2),16.82,22.57,5.04,8.53,2.04,4.64,1.55,14.7,19.8,4.3
1772,모닝콜 (Morning Call),15.11,16.74,9.48,1.78,5.41,18.99,0.43,19.21,9.1,3.74
1773,9LIVES,10.89,8.77,19.44,15.67,0.75,2.61,2.44,11.76,9.59,18.08
1774,달리 (Dally) (Feat. GRAY),27.67,27.78,10.16,8.35,4.38,7.11,1.71,4.22,1.95,6.69
1775,바다보러갈래 (SEE SEA),7.19,24.41,6.75,5.78,4.73,24.24,2.39,3,5.13,16.37
1776,아하 (A-Ha),13.43,25.15,10.94,5.05,5.38,16.26,4.96,9.73,7.52,1.58
1777,My Love (Feat. 베이식),2.58,2.21,8.75,18.42,0.88,19.55,15.14,3.4,7.11,21.96
1778,"없던 이유 (feat. 매드 클라운, 김승민)",7.98,19.37,3.79,26.73,6.08,13.46,5.93,5.23,5.73,5.71
1779,보고싶어,3.72,6.73,6.93,12.25,0.78,16.13,7.51,16.16,8.14,21.66
1780,태엽시계,25.32,17.59,4.67,4.74,2.84,8.9,1.89,4.95,2.77,26.31
1781,둘 중에 골라 (Summer or Summer),3.41,24.01,6.28,8.09,9.11,11.72,1.33,15.73,6.82,13.49
1782,Lonely,2.65,9.86,19.06,15.14,0.63,13.57,0.6,17.31,4.74,16.46
1783,너 밖에 몰라 (One Way Love),6.86,8.35,1.67,4.18,23.48,3.49,2.94,1.36,24.33,23.34
1784,사랑 하지 마 (Don`t Love Me),7.41,6.48,8,7.28,17.44,11.15,22.25,9.24,4.75,6
1785,스토커 (Feat. 매드 클라운) (Stalker),5.61,3.89,8.54,9.83,2.95,15.93,14.72,4,16.37,18.17
1786,마사지 (Feat. Dok2) (Massage),21.2,21.14,1.48,20.49,1.09,10.93,2.22,1.57,10.99,8.9
1787,Closer,1.95,2.87,2.06,22.94,10,22.75,2.44,8.22,5.2,21.56
1788,립스틱 짙게 바르고 (Feat. ZICO Of Block B) (Red Lipstick),4.04,16.65,7.95,14.95,11.58,23.27,7.02,1.23,9.99,3.32
1789,Falling,6.47,24.43,12.82,5.57,6.49,24.5,4.42,3.57,5.39,6.35
1790,O.M.G (Feat. 릴보이 Of 긱스),8.97,22.25,2.65,4.1,1.31,5.44,20.87,9.87,2.37,22.17
1791,오늘 밤 (Tonight),2.87,10.99,0.99,0.93,15.88,2.33,5.2,18.14,21.15,21.53
1792,더 가까이,8.68,8.89,5.68,21.31,1.65,22.47,15.72,3.51,5.16,6.91
1793,안녕,1.93,15.5,11.46,24.79,2.24,23.48,8.71,3.18,5.25,3.45
1794,널 사랑하겠어,17.17,20.43,0.67,14.73,1.35,17,2.86,1.51,9.57,14.7
1795,내겐 너니까,3.11,12.29,4.88,26.23,6.29,26.28,7.13,2.71,7.01,4.07
1796,미치게 만들어,2.16,8.69,4.62,12.55,4.43,19.84,15.34,10.78,6.87,14.72
1797,Love Line,18.92,17.08,5.07,18.56,0.58,11.98,10.29,0.96,10.63,5.94
1798,내 입술...따뜻한 커피처럼,13.92,14.92,6.36,19.75,1.95,22.26,2.62,3.68,8.51,6.03
1799,지워 (Feat. 아이언),4.53,8.39,3.76,19.94,4.07,3.04,16.24,12.15,25.41,2.47
1800,다크팬더 (DARK PANDA),15.92,9.95,2.79,2.24,21.1,9.15,9.17,9.62,19.47,0.57
1801,BLUE MOON (Prod. GroovyRoom),1.6,7.96,14.82,27.3,7.53,14.98,6.38,3.69,9.66,6.08
1802,FRUITY (Prod. GroovyRoom),7.12,24.45,6.26,10.62,3.72,21.88,5.63,10.32,6.02,3.99
1803,Too young to die (Prod. by FRANTS),5.02,23.52,8.65,4.11,17.13,13.93,2.95,1.67,9.51,13.53
1804,D-DAY,10.91,21.86,3.23,8.25,2.18,10.87,2.27,22.67,5.9,11.86
1805,water color,5.05,24.14,7.75,18.94,11.72,5.5,1.52,3.39,12.72,9.27
1806,TRASH (Feat. pH-1),8.02,2.51,8.03,1.5,10.18,18.78,2.4,18.57,9.91,20.09
1807,오후 (OHOO),8.91,17.5,3.77,11.83,7.59,21.95,3.09,1.97,22.24,1.16
1808,Butterfly (Feat. GSoul),2.59,4.17,12.03,19.49,3.73,9.87,6.03,4.03,26.39,11.68
1809,봄이 너에게 (Springtime),10.29,25.79,7.73,19.76,3.11,14.2,2.83,3.87,6.54,5.87
1810,NO THANKS,4.69,7.96,22.34,15.87,10.23,15.13,1.06,2.53,18.05,2.14
1811,헤어지자 (Prod. 정키),10.69,7.8,22.65,28.06,4.18,5.32,7.86,3.83,7.19,2.42
1812,오묘해,3.42,21.68,10.37,7.04,4.87,5.46,22.03,8.27,12.7,4.16
1813,Pink Cloud,5.4,13.14,21.06,4.28,6.83,14.18,0.78,13.32,15,6
1814,Letter Filled With Light,27.83,25.08,9.26,3.08,5.85,14.91,3.57,3.4,3.91,3.11
1815,Deserve (Interlude),28.17,13.6,7.14,2.92,12.76,2.5,2.48,20.99,3.9,5.53
1816,파스텔,19.07,20.04,2.78,17.97,0.76,19.38,2.39,1.77,9.6,6.24
1817,Paraglide,22.42,27.98,17.44,4.64,2.53,10.83,1.14,2.31,3.38,7.34
1818,"너, 너 (N번째 연애 X 휘인 (Whee In))",17.07,13.35,16.33,9.82,1.82,1.91,1.6,19.81,16.94,1.34
1819,너의 하루 끝에,13.67,15.05,0.97,18.72,1.09,10.22,2.79,5.37,5.01,27.12
1820,내 눈물 모아,4.43,11.14,20.25,24.47,1.18,5.74,8.83,8.92,2.19,12.86
1821,그렇게 넌 내게 빛나,11.21,15.03,8.35,4.56,5.91,5.26,6.13,24.47,13.97,5.11
1822,EASY (Feat. Sik-K),3.27,16.51,4.67,2.93,23.32,16.97,10.82,9.51,9.38,2.61
1823,그림자,11,3.77,13.07,24.92,5.76,16.5,5.11,3.64,11.05,5.19
1824,다라다 (DA RA DA),23,16.74,3.59,1.62,2.21,11.3,5.32,0.73,15.77,19.72
1825,나르시스 (Narcissus),3.75,18.72,19.6,8.41,5.81,21.03,13.07,1.58,7.31,0.73
1826,Nxde,9.47,21.85,1.17,9.3,13.11,4.51,17.03,8.1,11.97,3.49
1827,진심이었던 사람만 바보가 돼,1.75,3.26,8.27,16.45,17.75,21.5,6.87,1.22,19.87,3.06
1828,기억을 걷는 시간 (Time Walking On Memory),19.58,23.09,3.79,23.24,1.34,5.17,9.98,3.09,7.43,3.29
1829,ANTIFRAGILE,12.32,8.59,3.13,4.81,24.42,10.44,2.85,22.33,5.03,6.07
1830,정이라고 하자 (Feat. 10CM),6.87,21.5,20.23,8.25,9.46,22.48,2.1,1.84,5.37,1.91
1831,Rush Hour (Feat. j-hope of BTS),23.78,11.28,1.67,1.19,8.13,13.12,14.43,4.31,19.4,2.68
1832,Sweaty (Prod. by GRAY),3.97,25.28,8.49,7.9,7.93,11.77,4.12,2.42,25.87,2.25
1833,After LIKE,11.88,20.85,2.89,14.05,3.44,6.14,2.29,11.5,24.08,2.87
1834,타이밍,22.13,19.19,18.05,21.98,3.58,4.82,6.31,0.94,1.93,1.07
1835,Attention,17.26,25.92,5.41,7.63,10.97,15.83,2.67,3.13,3.91,7.27
1836,Hype boy,27.24,23.04,1.51,2.47,13.78,5.78,3.4,7.71,10.86,4.19
1837,Cookie,24.7,2.87,6.05,11.09,15.41,14.3,5.04,3.42,12.77,4.35
