id,title,tempo,zero_crossing_rating,pitch,loudness,length
374,Sunny,105.46875,22482,538.9637103,6685316,538.9637103
375,그놈의 별 (Feat. 헤이즈 (Heize)),123.046875,6069,483.4564782,3907320,483.4564782
376,널 기다리고 있을게,132.5120192,17539,513.1133666,5343864,513.1133666
377,서핑해 (Surfin'),114.84375,30012,753.1777511,4529976,753.1777511
378,안녕?!,15.80418578,13426,499.5754451,4392888,499.5754451
379,Memories... (Smiling Tears),86.1328125,52194,434.4018903,5572800,434.4018903
380,검은 행복,92.28515625,46247,479.021796,5392536,479.021796
381,ALWAYS,132.5120192,15339,447.4610617,4524792,447.4610617
382,FANCY,132.5120192,34140,914.7663409,4715448,914.7663409
383,Feel Special,129.1992188,32734,786.8414934,4561656,786.8414934
384,CHEER UP,114.84375,21205,835.9565308,4605432,835.9565308
385,Dance The Night Away,234.9076705,23327,849.8148461,3986808,849.8148461
386,OOH-AHH하게,95.703125,34918,872.3259943,4742784,872.3259943
387,TT,129.1992188,35319,813.3047849,4696440,813.3047849
388,LIKEY,132.5120192,32321,792.0884372,4582392,792.0884372
389,거북이,93.96306818,19011,519.8833991,4366392,519.8833991
390,What is Love?,172.265625,24168,793.6031021,4591608,793.6031021
391,"결 (Feat. 다이나믹 듀오, BewhY)",156.6051136,34937,393.6129872,5672730,393.6129872
392,아무때나 (Feat. 식케이 (Sik-K)),105.46875,37903,501.61379,4718904,501.61379
393,"Why do u say (Feat. MOON, ASH ISLAND)",161.4990234,27177,672.2364653,3758136,672.2364653
394,EVERYDAY,161.4990234,13113,518.7737273,4550136,518.7737273
395,센치해,114.84375,21723,530.912926,4592184,530.912926
396,REALLY REALLY,135.9991776,14458,586.9427079,4477560,586.9427079
397,보고싶었어,109.9567819,9192,593.7473295,4583460,593.7473295
398,그때 그 순간 그대로 (그그그),117.4538352,38078,627.9377836,4915680,627.9377836
399,Clink Clink (클링 클링),114.84375,38820,686.1171505,4460862,686.1171505
400,Break Away,84.72079918,26636,566.7851618,5775630,566.7851618
401,SMILEY (Feat. BIBI),156.6051136,23506,644.17903,3823764,644.17903
402,Fatal Love,78.30255682,7407,721.6292587,5296320,721.6292587
403,ONE MORE NIGHT,72.78829225,19303,713.5304973,3631992,713.5304973
404,WHAT DO YOU KNOW ABOUT ME,215.3320313,12554,619.813095,3394104,619.813095
405,Long Long Time!,123.046875,18410,656.2869998,4139448,656.2869998
406,Colors,123.046875,19171,728.9883624,4547256,728.9883624
407,RUBBER DUCK,79.50721154,12040,809.7155172,3247224,809.7155172
408,Liquor (Feat. Jvcki Wai),109.9567819,28872,750.900477,3897528,750.900477
409,꺼내 먹어요,93.96306818,19547,382.2608758,3564288,382.2608758
410,No Make Up,92.28515625,15023,508.2010046,4171392,508.2010046
411,영화관,178.205819,41412,354.6742257,4702776,354.6742257
412,노래,93.96306818,10876,424.2459302,4776504,424.2459302
413,미안해 (feat. Beenzino),97.50884434,30908,454.884271,4105464,454.884271
414,Complex (feat. G-DRAGON),151.9990809,31375,420.1749891,4575480,420.1749891
415,쿵 (Knock),77.13386194,50314,525.0738984,4308792,525.0738984
416,양화대교,166.7086694,17487,485.1646257,5057280,485.1646257
417,Kiss Me,99.38401442,13975,373.9591305,4172544,373.9591305
418,그냥 (Just),156.6051136,15572,318.1948629,4248000,318.1948629
419,Apple (Feat. 박재범),84.72079918,12509,487.6663144,4044672,487.6663144
420,Paradise Lost,93.96306818,36608,628.8456385,4644288,628.8456385
421,돌이킬 수 없는,105.46875,43232,824.8068669,5045184,824.8068669
422,피어나,123.046875,58046,743.552578,5020992,743.552578
423,진실 혹은 대담,79.50721154,24478,581.9241929,4761216,581.9241929
424,노스텔지아 (Feat. 에릭),114.84375,26375,402.2376477,5826816,402.2376477
425,Running,139.6748311,12527,501.9717734,4628472,501.9717734
426,사랑해서 그래,44.9388587,8769,520.6239248,6260280,520.6239248
427,SELFISH,117.4538352,36661,526.0102171,4316280,526.0102171
428,바람이나 좀 쐐 (Feat. MIWOO),74.89809783,22240,657.8294823,4898304,657.8294823
429,"화장 지웠어 (Feat. Zion.T, HA_TFELT) (No Make Up)",90.66611842,13303,468.4785554,5713344,468.4785554
430,바빠서 (Feat. 헤이즈 (Heize)),151.9990809,43500,469.9841054,5052408,469.9841054
431,Wake Up (Prod. 코드 쿤스트),68.90625,15377,508.3966139,8170260,508.3966139
432,마음이 그래,129.1992188,17476,392.9227245,4874226,392.9227245
433,새벽을 믿지 말자,161.4990234,10776,436.0222463,5360502,436.0222463
434,어른아이,79.50721154,21013,738.5969184,4923030,738.5969184
435,Trap,103.359375,49211,660.1890733,5338158,660.1890733
436,기억상실,95.703125,18269,640.911791,5154624,640.911791
437,날 그만 잊어요 (With Guitar),67.11647727,7805,484.2227132,5822784,484.2227132
438,친구라도 될 걸 그랬어,80.74951172,12819,537.6681836,6197208,537.6681836
439,Because Of You,93.96306818,15881,677.9216429,4374168,677.9216429
440,남자라서,135.9991776,37135,571.2486238,5865432,571.2486238
441,내 생각날 거야 (Narr. 이시영),84.72079918,24227,720.0605493,5245632,720.0605493
442,구르미 그린 달빛,129.1992188,17014,597.5214246,5259768,597.5214246
443,My Love,92.28515625,19357,510.5842101,5701560,510.5842101
444,사랑은 없다,114.84375,14341,698.5432541,5006616,698.5432541
445,You Are My Everything,135.9991776,10297,525.6433257,5305272,525.6433257
446,Loveholic,60.79963235,18116,621.7823255,5894520,621.7823255
447,I Love You,132.5120192,17028,449.2623458,7212984,449.2623458
448,기억해줘요 내 모든 날과 그때를,95.703125,17974,463.4219976,5041464,463.4219976
449,러브 레시피,95.703125,29401,509.9136943,5103360,509.9136943
450,질투나,89.10290948,41349,666.7063738,4310520,666.7063738
451,Darling,87.59269068,47333,693.8927038,4268736,693.8927038
452,링마벨 (Ring My Bell),99.38401442,63691,919.6461313,4386816,919.6461313
453,잘해줘봐야,99.38401442,35274,903.9464537,4533120,903.9464537
454,반짝반짝,151.9990809,37552,750.0023744,4107456,750.0023744
455,"너, 한눈 팔지마!",99.38401442,27008,862.9695438,4107456,862.9695438
456,나를 잊지마요,132.5120192,34168,683.7409306,4199616,683.7409306
457,Something,107.6660156,22076,618.3335489,4425984,618.3335489
458,기대해,126.0480183,54687,722.7344611,4301568,722.7344611
459,여자 대통령,109.9567819,36833,885.3785677,4689216,885.3785677
460,밤하늘의 별을(2020),70.79409247,21426,652.9441273,4790328,652.9441273
461,"Gloomy Star (Feat. 1ho, Chan)",172.265625,14607,361.5936,4125624,361.5936
462,똑같았을거야 (Feat. Chan),120.1853198,16467,368.1986041,4137144,368.1986041
463,"오늘,비 (feat. 1ho, Chan)",166.7086694,14367,399.4758762,4759800,399.4758762
464,내가 더 많이 널 사랑해서,70.79409247,18971,384.6410151,5625528,384.6410151
465,인셉션 (feat. 1ho & Chan),83.35433468,17171,366.9108389,4434936,366.9108389
466,파란섬 (feat. 1ho & Chan),93.96306818,16874,437.1174537,4433784,437.1174537
467,"계절 (feat. Chan, Sun)",117.4538352,18580,376.8322867,4850808,376.8322867
468,심술 (Feat. 0back),132.5120192,13269,364.4377882,4494259,364.4377882
469,Fly away,90.66611842,26415,590.2303541,4869816,590.2303541
470,KNOCK (With 박문치),126.0480183,5278,510.7612871,4541418,510.7612871
471,씨스루,82.03125,6164,555.7710919,4117824,555.7710919
472,Silly Silly Love,166.7086694,19748,425.267567,4734576,425.267567
473,Pink!,89.10290948,30301,496.395158,3854340,496.395158
474,흘러가자,117.4538352,20197,432.2493995,5359914,432.2493995
475,24시간이 모자라,62.26468373,8116,519.0729664,3647232,519.0729664
476,운이 좋았지,67.11647727,6645,431.5919013,5664696,431.5919013
477,뭔가 잘못됐어,57.421875,23989,539.3692784,5375544,539.3692784
478,Lonely Night,172.265625,16932,511.2327861,5364600,511.2327861
479,별처럼,178.205819,14041,457.1074886,5256312,457.1074886
480,오늘 뭐 했는지 말해봐,129.1992188,11442,452.9414018,5653752,452.9414018
481,우리의 방식,67.11647727,11320,595.0262436,5171460,595.0262436
482,잘 가,63.02400915,10984,538.0129449,5150292,538.0129449
483,꽃말,135.9991776,17669,457.8143725,4621974,457.8143725
484,You already have,84.72079918,5028,317.6718256,4364430,317.6718256
485,어른처럼 (With. 죠지),82.03125,19899,397.3343489,4454100,397.3343489
486,여행가,65.41732595,11950,485.5807394,5207034,485.5807394
487,지그재그,117.4538352,9600,330.8535472,2196600,330.8535472
488,끝,107.6660156,10871,549.5588305,5247096,549.5588305
489,쪽쪽,95.703125,17307,537.3750334,4231032,537.3750334
490,야! (Feat. Babylon),114.84375,11317,517.9889026,4798392,517.9889026
491,스물,117.4538352,11893,385.490043,4912440,385.490043
492,이별 뒷면,89.10290948,13915,473.6872028,6185400,473.6872028
493,이번 겨울,139.6748311,9556,482.8241175,5460792,482.8241175
494,Y (Prod. AVIN),112.3471467,22118,525.3977261,5690040,525.3977261
495,여기까지,109.9567819,23626,436.1845294,5107704,436.1845294
496,삼다도 소식,143.5546875,43591,491.8275049,3352632,491.8275049
497,광화문에서 (At Gwanghwamun),135.9991776,18208,417.9024371,6236352,417.9024371
498,블라블라 (Prod.by 윤종신),123.046875,11922,431.4245594,6020088,431.4245594
499,다시 만나는 날 (Goodbye for now),69.83741554,20011,425.0705761,6024120,425.0705761
500,밀리언조각 (A Million Pieces),143.5546875,21519,404.7769615,6890112,404.7769615
501,"어디쯤에 (Feat. 수란 (SURAN), pH-1)",97.50884434,42618,621.3121386,4611768,621.3121386
502,follow the light (Feat. Hoody),147.65625,22779,440.9076986,3503304,440.9076986
503,Palette (Feat. pH-1),84.72079918,27514,406.5941988,4705080,406.5941988
504,"My Paradise (Feat. 청하, VINXEN)",123.046875,5033,559.1181115,4520184,559.1181115
505,"행성 (This Night) (Feat. Blue.D, Jhnovr)",84.72079918,15133,428.0655703,4745400,428.0655703
506,교통정리 (Feat. 헤이즈 (Heize)),123.046875,24546,507.6818263,4366392,507.6818263
507,"아퍼 (Band Ver.) (Feat. 영비, YUNHWAY, Lil tachi, 한요한, JUSTHIS, 스윙스)",129.1992188,16053,606.7007214,6594360,606.7007214
508,연기 (With 헤이즈 (Heize)),117.4538352,9082,414.3961381,4872696,414.3961381
509,을 (Feat. BIG Naughty (서동현)),105.46875,33013,483.3893805,3936120,483.3893805
510,와츠롱 (Feat. YUNHWAY),156.6051136,28349,461.1928644,4350264,461.1928644
511,"거지 (Feat. YUNHWAY, Jhnovr, JUSTHIS)",129.1992188,24496,505.2701018,5941176,505.2701018
512,호랑이소굴 (Feat. Jvcki Wai),172.265625,14446,697.854636,4410168,697.854636
513,flex (Prod. by 기리보이),147.65625,34327,640.3713973,4987608,640.3713973
514,Wash Away (Feat. 에일리),117.4538352,19776,622.4350158,5523840,622.4350158
515,어땠을까,44.9388587,14262,665.2716488,4984128,665.2716488
516,Advice (Feat. John Park),126.0480183,12952,395.0096559,4686336,395.0096559
517,꾸러기 (Groggy),109.9567819,33718,760.7421116,5273592,760.7421116
518,Fall Away,151.9990809,12017,691.7887915,5579448,691.7887915
519,하루하루,132.5120192,15757,763.3887738,5021568,763.3887738
520,Like a child,139.6748311,27129,655.5093344,4726392,655.5093344
521,내가 미친년이야,44.17067308,29738,630.5611684,6037056,630.5611684
522,티라미수 케익 (Feat. 최유리),61.5234375,9423,403.6654374,4216344,403.6654374
523,해독제,77.13386194,25109,582.4214438,5878080,582.4214438
524,따르릉,129.1992188,52595,591.3068021,4347960,591.3068021
525,안되나용,198.7680288,14619,810.1097057,4232184,810.1097057
526,컬러링,109.9567819,29699,526.0723564,3817152,526.0723564
527,All Right,78.30255682,24146,471.3167566,4602240,471.3167566
528,Going Home,143.5546875,19764,444.1041398,4881048,444.1041398
529,담,178.205819,10092,415.8145607,5398272,415.8145607
530,목소리,120.1853198,19608,421.4043549,4961400,421.4043549
531,"사랑, 지나고 나면 아무 것도 아닐 마음의 사치",103.359375,14899,421.892343,6561216,421.892343
532,야상곡,112.3471467,9960,373.9416893,5511168,373.9416893
533,봄이 오면 (Guitar ver.),114.84375,7198,354.4346074,4495680,354.4346074
534,강,101.3327206,10561,452.6658798,8763576,452.6658798
535,살다가,73.828125,19112,499.6416296,7480512,499.6416296
536,잘 된 일이야,87.59269068,21468,797.1802614,5151168,797.1802614
537,길에서,86.1328125,16295,735.3892576,5545728,735.3892576
538,한강앞에서,147.65625,39155,608.0922939,4241664,608.0922939
539,다이어리,97.50884434,38661,753.7111644,4668480,753.7111644
540,마음이 다쳐서 (Feat. Crown J),117.4538352,29673,673.5751501,4440408,673.5751501
541,불치병 (Feat. 키비 Of 이루펀트),139.6748311,13571,649.7059948,4980672,649.7059948
542,집에 안갈래 (Feat. 긱스),112.3471467,31469,772.1854145,5011200,772.1854145
543,돌스 (Dolls),109.9567819,53499,744.3080161,4553856,744.3080161
544,드라마 (DRAMA),109.9567819,42951,826.0850699,3981888,826.0850699
545,와일드 (Wild),132.5120192,23513,808.6975347,4072320,808.6975347
546,Wu,78.30255682,20201,685.3603504,3647832,685.3603504
547,N분의1 (Feat. 다이나믹듀오),77.13386194,13993,592.9497224,6679032,592.9497224
548,기억을 걷는 시간,82.03125,22680,395.9144832,6899352,395.9144832
549,그리워 그리워,129.1992188,17877,556.5985235,5137344,556.5985235
550,목소리,67.11647727,15863,528.6963139,5788800,528.6963139
551,잊혀진다는 거,75.99954044,44023,531.1459522,5420160,531.1459522
552,WHERE YOU AT,143.5546875,24991,674.7483799,4198200,674.7483799
553,Dejavu,132.5120192,16542,501.261666,4407864,501.261666
554,2easy (Feat. 헤이즈 (Heize)),184.5703125,29163,479.454546,4850412,479.454546
555,세상 모든게 다 너야,82.03125,12942,494.3374185,4017336,494.3374185
556,"시행착오 (Feat. 베이빌론, 민아)",126.0480183,13874,463.2054425,4342200,463.2054425
557,날개 (Angel),93.96306818,25667,481.9492627,4157304,481.9492627
558,Jamie Cullum,99.38401442,37951,631.1750302,4045734,631.1750302
559,Navigation (Feat. 헤이즈 (Heize)),80.74951172,50490,601.5499622,4614072,601.5499622
560,테디베어(Teddy Bear) (Feat. 권진아),161.4990234,33745,729.9539115,5040312,729.9539115
561,사랑했었다고,112.3471467,20254,592.5066267,4205112,592.5066267
562,나만 이래 (Feat. 헤이즈 (Heize)),198.7680288,27910,492.0413971,4338744,492.0413971
563,우리 둘,70.79409247,18838,407.071374,5616312,407.071374
564,너 없는 시간들,147.65625,19600,603.2864365,6025848,603.2864365
565,알아서 앓아요,198.7680288,23999,488.0200304,5597880,488.0200304
566,그래도 우리,126.0480183,27307,459.3974088,6071928,459.3974088
567,사랑하지 말아요,66.25600962,16846,501.9493956,5065656,501.9493956
568,아픈 끝,92.28515625,11305,472.1657205,6243576,472.1657205
569,내가 더 사랑하는 일,132.5120192,18399,515.0439293,4800696,515.0439293
570,지난 날,114.84375,12988,418.2688582,5794872,418.2688582
571,팔베개,64.59960938,40369,683.0357181,4932288,683.0357181
572,가을의 밤,184.5703125,19489,505.8029211,4065144,505.8029211
573,받는 사랑이 주는 사랑에게,69.83741554,18416,464.0766364,6127224,464.0766364
574,내 옆에 그대인 걸,71.77734375,15248,642.7469025,4982136,642.7469025
575,PET,107.6660156,31922,628.4589746,4892280,628.4589746
576,그런 적 있나요,258.3984375,13687,416.9200829,5336952,416.9200829
577,헤어졌다 만났다,95.703125,82103,793.3538245,4121280,793.3538245
578,미워도 사랑하니까,132.5120192,30710,617.6962614,6609624,617.6962614
579,외사랑,166.7086694,15350,614.8445883,5582040,614.8445883
580,슬픈 사랑의 노래,87.59269068,15463,588.5250593,4805592,588.5250593
581,별이 빛나는 밤,112.3471467,26482,631.040274,5150616,631.040274
582,편지,95.703125,21389,670.0811754,5318208,670.0811754
583,두 여자의 방,109.9567819,9173,386.891563,4834944,386.891563
584,또 운다 또,68.90625,17334,616.8984035,4439808,616.8984035
585,행복해서 미안해,99.38401442,10474,624.6733644,5213952,624.6733644
586,너에게,120.1853198,7498,467.6356815,6302592,467.6356815
587,봄,132.5120192,10862,463.0065197,5022720,463.0065197
588,8282,95.703125,37420,736.0668832,4821720,736.0668832
589,사고쳤어요,107.6660156,23743,735.2626657,5194392,735.2626657
590,My man,123.046875,21107,682.7917909,4212888,682.7917909
591,사랑이 우습니,132.5120192,39333,587.9065,5459928,587.9065
592,오르골,198.7680288,26576,698.7024405,4724952,698.7024405
593,화이트(WHITE) (Feat. 박재범),103.359375,24145,564.2264007,5610240,564.2264007
594,시간아 멈춰라,32.29980469,14467,761.951944,4517016,761.951944
595,사랑을 못해 이별을 못해,89.10290948,17758,507.9744181,4976088,507.9744181
596,안녕이라고 말하지마,114.84375,21535,628.4967646,5110272,628.4967646
597,사랑 사랑아,90.66611842,21378,679.0472536,4681152,679.0472536
598,다신 찾지마,135.9991776,13643,802.7417181,4953024,802.7417181
599,한 사람 얘기,77.13386194,13753,515.1402724,5770368,515.1402724
600,둘이서 한잔해,156.6051136,32822,569.7854832,4909248,569.7854832
601,거북이,117.4538352,57938,563.0257889,4936896,563.0257889
602,사랑한다고 말했지,132.5120192,16940,485.6769365,5189760,485.6769365
603,맛 있어서 눈물이나,161.4990234,19082,621.1115469,6240960,621.1115469
604,우리의 시간은 다르다,63.02400915,17267,438.4923717,5292288,438.4923717
605,잔소리,73.828125,17068,515.8442496,6458688,515.8442496
606,용기내 헤어질래,258.3984375,44927,503.4566215,5607936,503.4566215
607,You Are My Everything,151.9990809,16567,627.3981032,5829120,627.3981032
608,팡파레,97.50884434,37394,583.6656554,4615212,583.6656554
609,사랑과 전쟁 (Narr. 하하),97.50884434,27899,620.4686988,5651160,620.4686988
610,괜찮아 사랑이야,129.1992188,9662,475.5027916,5392512,475.5027916
611,그냥 안아달란 말야,123.046875,13972,638.5755318,4473816,638.5755318
612,나에게 넌,114.84375,10886,568.0876817,4979832,568.0876817
613,나의 오랜 연인에게,103.359375,13931,510.6762324,5155512,510.6762324
614,너에게 못했던 내 마지막 말은,86.1328125,35628,663.7150844,5914104,663.7150844
615,녹는 중 (Feat. 버벌진트),166.7086694,19422,549.2167154,4999680,549.2167154
616,그대를 잊는다는 건,83.35433468,24688,451.1633746,4243128,451.1633746
617,오늘도 그리워 그리워,117.4538352,30532,457.2441055,4443576,457.2441055
618,Please Don't Cry,139.6748311,34324,501.0665933,5188344,501.0665933
619,두사랑 (Feat. 매드클라운),172.265625,40782,577.0968279,4977792,577.0968279
620,그대니까요,114.84375,16952,553.6462312,4567992,553.6462312
621,마치 우린 없었던 사이 (Prod. 정키),120.1853198,39049,583.3153217,5113464,583.3153217
622,노을,132.5120192,16784,443.2637406,4778808,443.2637406
623,My Love,178.205819,18430,531.7552184,4437816,531.7552184
624,모르시나요,105.46875,20235,523.237576,6740352,523.237576
625,All of My Love,89.10290948,17936,598.2225295,5702424,598.2225295
626,오늘따라 보고싶어서 그래,117.4538352,30399,536.4009343,5431104,536.4009343
627,움직이지마,172.265625,26872,587.8833389,4977216,587.8833389
628,이 순간,287.109375,24462,649.1382946,4685184,649.1382946
629,이 사랑,184.5703125,19481,576.2044416,4993656,576.2044416
630,More Than Words,206.71875,15455,551.4445014,5546040,551.4445014
631,기억소각 (Feat. 기리보이),79.50721154,23041,377.5187009,4322616,377.5187009
632,BAAAM (Feat. Muzie Of UV),117.4538352,23023,535.4572468,4870656,535.4572468
633,싱숭생숭 (SsSs),109.9567819,29985,433.041442,5747328,433.041442
634,기름과 물처럼 우린 섞일 수 없는 운명,135.9991776,21974,514.8153745,4827480,514.8153745
635,내가 사랑했던,45.73423673,6151,336.9612761,3607224,336.9612761
636,Busan,132.5120192,20065,389.8882048,3918264,389.8882048
637,Cherry,129.1992188,19892,588.8842547,4343352,588.8842547
638,josee!,38.56693097,18701,335.1148842,2732280,335.1148842
639,yours,73.828125,14754,377.5666239,3642936,377.5666239
640,풍선 (Balloons),95.703125,50967,549.620131,5053272,549.620131
641,Love In The Ice,126.0480183,75621,636.3465693,6988632,636.3465693
642,주문 (MIROTIC),99.38401442,48517,615.9119907,4594200,615.9119907
643,O -正.反.合.(정반합),114.84375,56696,740.531536,5637912,740.531536
644,Rising Sun (순수),126.0480183,34220,636.3310726,6221376,636.3310726
645,GOOD NIGHT,172.265625,34519,848.5265647,3853176,848.5265647
646,얼음요새,68.90625,34905,426.2219324,6004248,426.2219324
647,블루진,120.1853198,12171,383.0627691,5894520,383.0627691
648,새벽 한 시,129.1992188,19879,343.8656829,3913656,343.8656829
649,Rose,74.89809783,22896,483.775908,3389526,483.775908
650,괜찮아도 괜찮아 (That`s okay),64.59960938,15059,305.3839914,4881336,305.3839914
651,#드라이브 (Feat. 유연정 Of 우주소녀),112.3471467,37048,624.4139903,4293816,624.4139903
652,돼버릴거야 (feat.휘인 of 마마무) (Prod.기리보이),84.72079918,20660,467.7539424,5165880,467.7539424
653,주르륵 (feat. 휘인 of 마마무),151.9990809,39571,603.40301,4744248,603.40301
654,BAD GIRL (Prod. by Czaer),92.28515625,23575,540.8191371,4278876,540.8191371
655,그대에게,107.6660156,41584,770.4187311,4603416,770.4187311
656,"지금, 우리",62.26468373,37943,693.2311978,4330104,693.2311978
657,그날의 너,117.4538352,41574,648.6706206,4290360,648.6706206
658,Ah-Choo,64.59960938,12355,655.0388012,4817664,655.0388012
659,No Love,87.59269068,31785,830.7512151,4809024,830.7512151
660,들리니,166.7086694,44601,718.9220696,4325760,718.9220696
661,불쌍해,172.265625,21085,474.8107568,4424256,474.8107568
662,비와 당신,93.96306818,46709,463.121128,5512920,463.121128
663,Monster,114.84375,43851,856.2261092,3933816,856.2261092
664,너라도 (Feat. 김보아 of SPICA),135.9991776,15376,490.0377181,4646328,490.0377181
665,I`m Fine Thank You,82.03125,26163,676.5920696,5321088,676.5920696
666,A,139.6748311,31432,854.4075866,4426008,854.4075866
667,Mach,103.359375,27555,794.0654293,4204224,794.0654293
668,지나쳐 (Feat. DEAN),103.359375,7737,607.3696088,4210872,607.3696088
669,오랜만이야 (Feat. Zion.T),147.65625,10964,483.978113,4542072,483.978113
670,잠이 들어야 (Feat. 헤이즈 (Heize)),161.4990234,26120,391.5017383,5544312,391.5017383
671,GOOD (Feat. ELO),97.50884434,18199,714.6752,3968952,714.6752
672,우연히 봄,99.38401442,60080,661.5348614,4432320,661.5348614
673,주지마,184.5703125,15612,468.0537549,5108280,468.0537549
674,BEE,93.96306818,29805,637.3070882,4322040,637.3070882
675,어제보다 자랐어,69.83741554,12719,433.147301,4301304,433.147301
676,OCEAN VIEW (Feat.찬열),95.703125,19972,636.8586592,4127928,636.8586592
677,버닝 (Burning),129.1992188,31343,674.3370153,4429176,674.3370153
678,It`s Christmas Day,70.79409247,27165,411.061208,4431168,411.061208
679,이기주의보,135.9991776,20336,424.4413441,4500600,424.4413441
680,예뻐서 그래,80.74951172,15225,356.6530225,5035704,356.6530225
681,문득,93.96306818,13010,347.6007845,4997112,347.6007845
682,그때 헤어지면 돼,65.41732595,8699,336.6350677,5486712,336.6350677
683,힐링이 필요해,101.3327206,29188,462.662395,4493952,462.662395
684,피노키오,135.9991776,10455,382.5258193,4704192,382.5258193
685,HEAVEN,66.25600962,14477,397.4239333,5742456,397.4239333
686,On The Ground,95.703125,71923,592.4437344,3706286,592.4437344
687,Gone,80.74951172,96333,523.0347473,4567959,523.0347473
688,Free Somebody,151.9990809,23913,645.8953283,4406136,645.8953283
689,그냥가요 (Feat. 휘인 Of 마마무),206.71875,36156,471.7976582,3857472,471.7976582
690,Save (Feat. 팔로알토)(Prod. 코드 쿤스트),84.72079918,15285,545.1579067,6790200,545.1579067
691,Capture (Feat. 그레이 (GRAY)),112.3471467,30622,817.9018542,4261560,817.9018542
692,동성로 (Feat. Crush),103.359375,30655,649.4286628,4741368,649.4286628
693,LALISA,151.9990809,54447,755.9842155,4425206,755.9842155
694,Money,139.6748311,58471,991.5813252,3709419,991.5813252
695,실화,67.11647727,26296,541.6984365,4859736,541.6984365
696,...사랑했잖아...,129.1992188,21462,381.5356301,5314752,381.5356301
697,보고 싶어...운다,126.0480183,22052,593.4882683,5669568,593.4882683
698,뒤에서 안아줘,135.9991776,30317,653.1319674,4499136,653.1319674
699,곰인형 (Feat. 해금),74.89809783,36716,698.3180663,4567104,698.3180663
700,유리 심장 (Feat. 용준형 Of 비스트),93.96306818,47956,678.4403631,5575104,678.4403631
701,오늘 밤 (Feat. 배치기),178.205819,42267,653.3456279,5300352,653.3456279
702,이 노래 좋아요,123.046875,42481,631.0835613,5746176,631.0835613
703,Song For Love (Kor Ver.),90.66611842,29994,691.9916168,5191488,691.9916168
704,그대만의 것 (Feat. Soulman),126.0480183,19583,407.112679,4764984,407.112679
705,With You,135.9991776,11281,523.3727006,5616888,523.3727006
706,Love Story,129.1992188,17086,550.7768894,4509240,550.7768894
707,시간을 거슬러,66.25600962,17871,476.0901474,4666752,476.0901474
708,꽃잎놀이,147.65625,24745,620.932224,4804416,620.932224
709,WINNIN (Feat. Jvcki Wai) (Prod. Panda Gomm),147.65625,27665,794.2447196,4313400,794.2447196
710,"방에 혼자 있을 때 (Feat. CHANGMO, ASH ISLAND)",123.046875,10889,440.2102189,4026552,440.2102189
711,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",156.6051136,21522,673.6524439,6089166,673.6524439
712,"CREDIT (Feat. 염따, 기리보이, Zion.T)",41.34375,6869,612.0041805,5462194,612.0041805
713,Bad News Cypher vol.2 (Feat. TakeOne),107.6660156,12654,704.2892131,5346528,704.2892131
714,FRIENDS (Prod. Slom),172.265625,23834,560.9180312,4204729,560.9180312
715,LASER (Prod. PEEJAY),109.9567819,16394,505.8961618,4695576,505.8961618
716,Freak (Prod. Slom),105.46875,52769,647.6684503,5121528,647.6684503
717,Mr.애매모호,123.046875,15837,559.3267312,4883904,559.3267312
718,I Miss You,58.72691761,26784,612.4065347,5636472,612.4065347
719,Decalcomanie (데칼코마니),114.84375,17687,652.2502214,4762680,652.2502214
720,Moderato (Feat. Hash Swan),161.4990234,9499,617.5459466,5268984,617.5459466
721,NEW YORK,107.6660156,22586,710.2870101,4004664,710.2870101
722,Piano Man,92.28515625,17820,702.2467089,4305024,702.2467089
723,음오아예 (Um Oh Ah Yeh),105.46875,21535,735.0036831,4720896,735.0036831
724,나로 말할 것 같으면 (Yes I am),120.1853198,30523,645.8482031,4667064,645.8482031
725,너나 해,129.1992188,23801,631.8986382,4322040,631.8986382
726,하늘하늘 (청순),107.6660156,31163,652.2554187,4441848,652.2554187
727,별 바람 꽃 태양,60.79963235,12070,482.5764951,4919928,482.5764951
728,별이 빛나는 밤,120.1853198,14297,559.9462092,4658424,559.9462092
729,덤덤해지네 (Solo 화사),80.74951172,18569,375.2305659,4603128,375.2305659
730,기대해도 좋은 날,101.3327206,36998,669.1401751,4268472,669.1401751
731,LOVE,112.3471467,14414,494.6693507,3929208,494.6693507
732,매일 봐요,109.9567819,44298,748.3025221,4253496,748.3025221
733,칠해줘,126.0480183,32135,537.8164976,4827768,537.8164976
734,딩가딩가 (Dingga),161.4990234,55252,633.8155816,3948792,633.8155816
735,Wind flower,112.3471467,21977,557.6942935,5221752,557.6942935
736,No more drama,117.4538352,18183,542.6297057,4207128,542.6297057
737,생각보단 괜찮아 (Better than I thought),129.1992188,14766,549.7970836,4483032,549.7970836
738,열 밤 (Ten Nights),86.1328125,20771,539.3918446,4803000,539.3918446
739,Where R U,126.0480183,28096,744.4588767,4145784,744.4588767
740,고고베베 (gogobebe),129.1992188,34447,665.6016126,4318584,665.6016126
741,우린 결국 다시 만날 운명이었지 (Destiny),82.03125,14267,566.0094926,5459064,566.0094926
742,행복하지마,101.3327206,12218,549.5525986,4784832,549.5525986
743,에너지 (Feat. 선예),103.359375,50593,669.9708439,4864920,669.9708439
744,톡톡 (Tok Tok) (Feat. SOYA),129.1992188,59055,826.9298075,5068800,826.9298075
